"Fusion Gene","Tumor Morphology","Tumor Location","Count"
"RABEP1::PIGL","Squamous cell carcinoma","Lung","3"
"RABEP1::ASPA","Adenocarcinoma","Breast","3"
"RAB38::CA10","Adenocarcinoma","Breast","3"
"RAB22A::MYO9B","Adenocarcinoma","Breast","3"
"RAB11FIP1::KCNU1","Transitional cell carcinoma","Bladder","3"
"R3HDM2::PIP4K2C","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"PXDNL::USP8","Malignant melanoma","Skin","3"
"PVR::IGSF23","Adenocarcinoma","Liver","3"
"PUM1::RPH3AL","Adenocarcinoma","Breast","3"
"PTPRK::RSPO3","Adenocarcinoma","Large intestine","3"
"PTPRG::SYNPR","Malignant melanoma","Skin","3"
"PTPN23::CCDC14","Adenocarcinoma","Liver","3"
"PTPN14::NSL1","Transitional cell carcinoma","Bladder","3"
"PTK7::DLK2","Adenocarcinoma","Lung","3"
"PTGFRN::NOTCH2","Adenocarcinoma","Breast","3"
"PTBP2::KAZN","Adenocarcinoma","Breast","3"
"PTBP1::MAML2","Vascular and perivascular tumor, special type","Soft tissue","3"
"PSPH::PHKG1","Adenocarcinoma","Breast","3"
"PSMA3::STRADA","Adenocarcinoma","Liver","3"
"PSMA1::SERGEF","Malignant melanoma","Skin","3"
"PRRC2B::SET","Adenocarcinoma","Breast","3"
"PRR19::PPP1R37","Adenocarcinoma","Breast","3"
"PRPF4B::F13A1","Malignant melanoma","Skin","3"
"PRPF18::CACNB2","Adenocarcinoma","Breast","3"
"PRKAR1A::RARA","Acute promyelocytic leukemia (FAB type M3)","","3"
"PRDM16::NARS2","Adenocarcinoma","Breast","3"
"PPP2R5C::CCDC28B","Adenocarcinoma","Liver","3"
"PPP2R2A::ZDHHC2","Adenocarcinoma","Ovary","3"
"PPP1R37::RHPN2","Adenocarcinoma","Ovary","3"
"PPP1R37::PAFAH1B3","Adenocarcinoma","Ovary","3"
"PPP1R1B::PIPOX","Adenocarcinoma","Breast","3"
"PPM1H::USP15","Adenocarcinoma","Breast","3"
"PPM1H::SRGAP1","Adenocarcinoma","Breast","3"
"PPFIA1::TSKU","Malignant melanoma","Skin","3"
"PPFIA1::HSD3B2","Adenocarcinoma","Breast","3"
"POLR2B::FIP1L1","Adenocarcinoma","Uterus, corpus","3"
"POLE::ANKS1B","Transitional cell carcinoma","Bladder","3"
"POGZ::HHIPL2","Malignant melanoma","Skin","3"
"PNCK::HCFC1","Adenocarcinoma","Breast","3"
"PML::RARA","Nonneoplastic hematologic disorder/lesion","","3"
"PMEPA1::PTGIS","Adenocarcinoma","Breast","3"
"PLXNB1::SLC26A6","Adenocarcinoma","Liver","3"
"PLEKHF2::NDUFAF6","Adenocarcinoma","Breast","3"
"PLEKHA5::RASGEF1C","Adenocarcinoma","Liver","3"
"PLAC1::DSCAM","Adenocarcinoma","Kidney","3"
"PLAA::RUSC2","Squamous cell carcinoma","Lung","3"
"PIP4K2B::RAD51C","Adenocarcinoma","Breast","3"
"PIK3CB::BFSP2","Squamous cell carcinoma","Lung","3"
"PICALM::MLLT10","Acute myeloid leukemia, NOS","","3"
"PICALM::MLLT10","Acute monoblastic leukemia (FAB type M5)","","3"
"PIAS3::REN","Adenocarcinoma","Ovary","3"
"PHLPP1::WDR12","Squamous cell carcinoma","Lung","3"
"PHF1::TFE3","Ossifying fibromyxoid tumor","Soft tissue","3"
"PHC3::FNDC3B","Squamous cell carcinoma","Lung","3"
"PHAF1::GNAO1","Adenocarcinoma","Liver","3"
"PGS1::BIRC5","Adenocarcinoma","Breast","3"
"PGD::CAMTA1","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"PDZRN4::CPM","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"PDZD8::ENO4","Malignant melanoma","Skin","3"
"PDXK::LCA5L","Adenocarcinoma","Lung","3"
"PDS5B::POLR1G","Adenocarcinoma","Lung","3"
"PDE8A::SLCO3A1","Malignant melanoma","Skin","3"
"PDE7A::TRIM55","Adenocarcinoma","Breast","3"
"PCM1::JAK2","Myelodysplastic/myeloproliferative disease, NOS","","3"
"PCCA::ZIC2","Adenocarcinoma","Liver","3"
"PBX1::DISC1","Adenocarcinoma","Breast","3"
"PBRM1::TKT","Adenocarcinoma","Breast","3"
"PAX8::PPARG","Adenocarcinoma","Thyroid","3"
"PAX8::NFE2L2","Adenocarcinoma","Thyroid","3"
"PAX8::GLIS1","Adenocarcinoma","Thyroid","3"
"PAX5::DACH1","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","3"
"PAX3::MAML3","Mesenchymal tumor, special type","Nasal cavity/Paranasal sinuses","3"
"PATL1::TECTA","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"PATJ::ST6GALNAC5","Adenocarcinoma","Breast","3"
"PARN::RRN3","Adenocarcinoma","Breast","3"
"PAPPA2::ASTN1","Adenocarcinoma","Liver","3"
"PAPOLA::AK7","Adenocarcinoma","Breast","3"
"PAK2::ECE2","Squamous cell carcinoma","Lung","3"
"PACSIN2::ZNF823","Adenocarcinoma","Breast","3"
"P3H1::ERI3","Adenocarcinoma","Lung","3"
"OTUD7B::HORMAD1","Squamous cell carcinoma","Lung","3"
"OTUD7B::CTSS","Squamous cell carcinoma","Lung","3"
"OSBPL9::SERINC5","Adenocarcinoma","Prostate","3"
"OS9::KIF5A","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"OPA1::PPP2R3A","Squamous cell carcinoma","Lung","3"
"OGFOD3::WDR45B","Astrocytoma, grade I-II","Brain","3"
"OAF::APOA5","Adenocarcinoma","Liver","3"
"NXT1::VPS16","Adenocarcinoma","Breast","3"
"NUP98::RARG","Acute myeloid leukemia, NOS","","3"
"NUP98::PHF23","Acute myeloid leukemia, NOS","","3"
"NUP98::NSD1","Acute myeloblastic leukemia with maturation (FAB type M2)","","3"
"NUP98::KMT2A","Acute myeloblastic leukemia with maturation (FAB type M2)","","3"
"NUP98::HOXA9","Acute myeloblastic leukemia with maturation (FAB type M2)","","3"
"NUP153::RNF2","Adenocarcinoma","Breast","3"
"NUMA1::AATF","Adenocarcinoma","Breast","3"
"NUDT2::GLIPR2","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"NUDT19::SLC7A9","Adenocarcinoma","Ovary","3"
"NUDCD1::VWA8","Adenocarcinoma","Ovary","3"
"NUBPL::DOCK2","Adenocarcinoma","Ovary","3"
"NSD3::NUTM1","Squamous cell carcinoma","Lung","3"
"NSD3::ADAM32","Adenocarcinoma","Breast","3"
"NSA2::HEXB","Adenocarcinoma","Breast","3"
"NR1D1::MAML1","Soft tissue tumor, special type","Soft tissue","3"
"NPTN::CLUAP1","Adenocarcinoma","Breast","3"
"NPM1::MLF1","Acute myeloid leukemia, NOS","","3"
"NPM1::ALK","Peripheral T-cell lymphoma, unspecified","","3"
"NPLOC4::ALYREF","Adenocarcinoma","Liver","3"
"NPC1::FGD4","Adenocarcinoma","Lung","3"
"NOS1AP::MROH9","Adenocarcinoma","Breast","3"
"NLGN1::KASH5","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"NIPBL::CLSPN","Adenocarcinoma","Breast","3"
"NFYC::ZBTB7B","Adenocarcinoma","Liver","3"
"NFX1::ACO1","Squamous cell carcinoma","Lung","3"
"NFIX::GATAD2A","Adenocarcinoma","Thyroid","3"
"NFIA::RNLS","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"NFIA::EHF","Adenocarcinoma","Breast","3"
"NFE2L2::ZC3H13","Squamous cell carcinoma","Lung","3"
"NFASC::SOX13","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"NFASC::PRELP","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"NF1::NLE1","Adenocarcinoma","Breast","3"
"NF1::CDK5RAP3","Adenocarcinoma","Breast","3"
"NEGR1::ZRANB2","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"NECAP2::EPHA2","Adenocarcinoma","Ovary","3"
"NDRG1::ERG","Adenocarcinoma","Prostate","3"
"NCOA4::RET","Adenocarcinoma","Salivary gland","3"
"NCOA4::RET","Adenocarcinoma","Lung","3"
"NCK1::RAB6B","Adenocarcinoma","Breast","3"
"NCAPH::KCNIP3","Squamous cell carcinoma","Lung","3"
"NCALD::PLAG1","Adenoma","Salivary gland","3"
"NBEAL1::MLLT3","Squamous cell carcinoma","Lung","3"
"NAT8L::DBNDD1","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"NAP1L4::RPAP1","Adenocarcinoma","Breast","3"
"NAP1L1::MLLT10","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","3"
"NADSYN1::TRIM9","Adenocarcinoma","Breast","3"
"NAB2::STAT6","Solitary fibrous tumor","Soft tissue","3"
"NAB2::STAT6","Solitary fibrous tumor","Pleura","3"
"NAALADL2::VPS13C","Malignant melanoma","Skin","3"
"NAALADL2::PEX5L","Adenocarcinoma","Breast","3"
"NAA15::LPAR1","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"MYO9B::FCHO1","Adenocarcinoma","Breast","3"
"MYO9A::GRAMD2A","Adenocarcinoma","Breast","3"
"MYO1D::SSH2","Adenocarcinoma","Breast","3"
"MYO1D::FCMR","Adenocarcinoma","Breast","3"
"MYLK::PLXND1","Adenocarcinoma","Liver","3"
"MYH9::LTO1","Adenocarcinoma","Lung","3"
"MYBL1::NFIB","Adenoid cystic carcinoma","Salivary gland","3"
"MYB::PLAGL1","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","3"
"MVB12B::MAMDC2","Malignant melanoma","Skin","3"
"MTMR3::TSHZ2","Adenocarcinoma","Liver","3"
"MTF2::BRDT","Adenocarcinoma","Breast","3"
"MTERF3::CCDC178","Astrocytoma, grade I-II","Brain","3"
"MTCL1::LRRC41","Adenocarcinoma","Kidney","3"
"MSI2::WIPF2","Adenocarcinoma","Breast","3"
"MSI2::PCTP","Adenocarcinoma","Breast","3"
"MRTFB::SNX29","Adenocarcinoma","Breast","3"
"MRPL50::ERP44","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"MRPL48::GDPD5","Squamous cell carcinoma","Lung","3"
"MPDZ::NFIB","Adenocarcinoma","Breast","3"
"MOB1B::PLPP4","Adenocarcinoma","Breast","3"
"MMUT::SUPT3H","Adenocarcinoma","Lung","3"
"MKRN1::BRAF","Adenocarcinoma","Thyroid","3"
"MINPP1::LIPJ","Adenocarcinoma","Prostate","3"
"MGMT::DOCK1","Adenocarcinoma","Liver","3"
"MGA::NUTM1","Soft tissue tumor, special type","Soft tissue","3"
"METTL13::EIF4G3","Adenocarcinoma","Prostate","3"
"MET::TFG","Adenocarcinoma","Thyroid","3"
"MEF2A::SKIC8","Malignant melanoma","Skin","3"
"MED25::AP2A1","Adenocarcinoma","Breast","3"
"MED20::TLL2","Squamous cell carcinoma","Lung","3"
"MED1::TMPRSS9","Adenocarcinoma","Breast","3"
"MED1::GDPD1","Adenocarcinoma","Breast","3"
"MED15::PI4KA","Squamous cell carcinoma","Lung","3"
"MED13::VMP1","Adenocarcinoma","Breast","3"
"MED13::BCAS3","Adenocarcinoma","Breast","3"
"MED12::PRDM10","Fibroblastic/myofibroblastic tumor, special type","Soft tissue","3"
"MCM5::HMOX1","Adenocarcinoma","Breast","3"
"MCC::PSMD6","Adenocarcinoma","Kidney","3"
"MBTD1::EFCAB3","Adenocarcinoma","Breast","3"
"MBNL2::HS6ST3","Adenocarcinoma","Stomach","3"
"MBD2::DOCK2","Adenocarcinoma","Breast","3"
"MAST4::NLN","Adenocarcinoma","Breast","3"
"MAPK1IP1L::ARF6","Adenocarcinoma","Breast","3"
"MAPK1::KCNJ4","Adenocarcinoma","Breast","3"
"MAP3K5::NKAIN2","Squamous cell carcinoma","Lung","3"
"MAP2K7::SH3GL1","Adenocarcinoma","Breast","3"
"MAP2K4::DNAH9","Adenocarcinoma","Breast","3"
"MANF::SETD2","Adenocarcinoma","Breast","3"
"MAEA::TMEM71","Adenocarcinoma","Breast","3"
"MACF1::BRAF","Adenocarcinoma","Thyroid","3"
"LUC7L3::CHCT1","Adenocarcinoma","Breast","3"
"LTBP4::MYO1B","Adenocarcinoma","Breast","3"
"LRTOMT::UVRAG","Adenocarcinoma","Breast","3"
"LRP12::TRAPPC9","Adenocarcinoma","Breast","3"
"LRP12::RALGPS1","Malignant melanoma","Skin","3"
"LRP12::CCL28","Adenocarcinoma","Kidney","3"
"LRCH3::RAF1","Malignant melanoma","Skin","3"
"LPP::ST6GAL1","Squamous cell carcinoma","Lung","3"
"LONP1::ZNF780B","Adenocarcinoma","Breast","3"
"LONP1::MAP2K7","Adenocarcinoma","Breast","3"
"LNPEP::GPBP1","Adenocarcinoma","Kidney","3"
"LMNA::NTRK1","Adenocarcinoma","Breast","3"
"LMAN2::F12","Adenocarcinoma","Lung","3"
"LMAN2::DOCK2","Malignant melanoma","Skin","3"
"LIFR::C9","Adenocarcinoma","Breast","3"
"LIFR::BCAS3","Squamous cell carcinoma","Lung","3"
"LHPP::FANK1","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"LCOR::CPNE8","Adenocarcinoma","Breast","3"
"LATS1::AFG1L","Squamous cell carcinoma","Lung","3"
"LARP4::MUCL1","Adenocarcinoma","Lung","3"
"LAMA5::UBN1","Adenocarcinoma","Breast","3"
"L2HGDH::LMBRD1","Adenocarcinoma","Breast","3"
"KMT2A::TNRC18","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","3"
"KMT2A::TET1","Acute myeloid leukemia, NOS","","3"
"KMT2A::TET1","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","3"
"KMT2A::SEPTIN6","Acute myelomonocytic leukemia (FAB type M4)","","3"
"KMT2A::SEPTIN6","Acute myeloid leukemia, NOS","","3"
"KMT2A::MLLT6","Acute myeloid leukemia, NOS","","3"
"KMT2A::MLLT6","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","3"
"KMT2A::MLLT3","Acute myeloblastic leukemia without maturation (FAB type M1)","","3"
"KMT2A::MLLT3","Acute monoblastic leukemia without differentiation (FAB type M5a)","","3"
"KMT2A::MLLT3","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","3"
"KMT2A::MLLT11","Acute myeloblastic leukemia without maturation (FAB type M1)","","3"
"KMT2A::EPS15","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","3"
"KMT2A::ELL","Acute monoblastic leukemia (FAB type M5)","","3"
"KMT2A::ELL","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","3"
"KMT2A::EDC4","Acute myeloid leukemia, NOS","","3"
"KMT2A::CREBBP","Acute myeloid leukemia, NOS","","3"
"KMT2A::ARHGEF12","Acute myelomonocytic leukemia (FAB type M4)","","3"
"KMT2A::AFF4","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","3"
"KMT2A::AFDN","Acute myeloid leukemia, NOS","","3"
"KMT2A::AFDN","Acute myeloblastic leukemia without maturation (FAB type M1)","","3"
"KMT2A::ACTN4","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","3"
"KLK2::ETV1","Adenocarcinoma","Prostate","3"
"KLHL22::ZNF74","Squamous cell carcinoma","Lung","3"
"KLHL18::TEX264","Adenocarcinoma","Breast","3"
"KLF3::SCFD2","Adenocarcinoma","Breast","3"
"KLC1::MARK3","Adenocarcinoma","Uterus, corpus","3"
"KIF5B::RET","Carcinoma, NOS","Lung","3"
"KIF23::PIAS1","Adenocarcinoma","Liver","3"
"KIAA1755::HS6ST2","Adenocarcinoma","Breast","3"
"KIAA1549::BRAF","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"KIAA0319L::CIB2","Adenocarcinoma","Liver","3"
"KHDRBS3::ADI1","Adenocarcinoma","Breast","3"
"KDM5A::NINJ2","Adenocarcinoma","Breast","3"
"KDM4C::INSL4","Adenocarcinoma","Liver","3"
"KDM4B::AKAP8L","Adenocarcinoma","Lung","3"
"KDM4A::PTCH2","Squamous cell carcinoma","Lung","3"
"KAT6A::CREBBP","Acute monoblastic leukemia with differentiation (FAB type M5b)","","3"
"JAZF1::CPT1C","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"ITPR2::DCDC2","Adenocarcinoma","Liver","3"
"ITPKB::ZC3HAV1","Adenocarcinoma","Breast","3"
"ITK::SYK","Peripheral T-cell lymphoma, unspecified","","3"
"ITGB5::ZNF148","Adenocarcinoma","Stomach","3"
"ITGB5::PARP14","Adenocarcinoma","Breast","3"
"IREB2::DIAPH3","Malignant melanoma","Skin","3"
"IQCB1::CACNG4","Adenocarcinoma","Breast","3"
"IPO8::CDH13","Adenocarcinoma","Breast","3"
"IPO11::TNFAIP8","Adenocarcinoma","Breast","3"
"INTS4::GAB2","Adenocarcinoma","Breast","3"
"INPP5F::GRK5","Malignant melanoma","Skin","3"
"ILKAP::PER2","Adenocarcinoma","Breast","3"
"IKZF1::LRBA","Adenocarcinoma","Breast","3"
"IKBKB::FADD","Adenocarcinoma","Breast","3"
"IGSF3::TBX15","Adenocarcinoma","Breast","3"
"IGL::BCL6","Burkitt lymphoma/leukemia","","3"
"IGK::MYC","Burkitt lymphoma/leukemia","","3"
"IGH::TRA","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","3"
"IGH::MYC","Follicular lymphoma","","3"
"IGH::MYC","Diffuse large B-cell lymphoma","","3"
"IGH::MALT1","Extranodal marginal zone B-cell lymphoma","Eye","3"
"IGH::CEBPE","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","3"
"IGH::CEBPD","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","3"
"IGH::BCL6","Follicular lymphoma","","3"
"IGH::BCL3","Mature B-cell neoplasm, NOS","","3"
"IGH::BCL2","Diffuse large B-cell lymphoma","","3"
"IGH::BCL2","Chronic lymphocytic leukemia","","3"
"IGH::BCL2","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","3"
"IGF2BP2::NCEH1","Adenocarcinoma","Breast","3"
"IFFO2::UBR4","Adenocarcinoma","Breast","3"
"HUNK::MAMLD1","Adenocarcinoma","Kidney","3"
"HSF1::ADAMTS12","Adenocarcinoma","Breast","3"
"HOXC10::PYM1","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"HOOK3::IKBKB","Adenocarcinoma","Breast","3"
"HIBADH::SUGCT","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"HEXB::FAM169A","Adenocarcinoma","Stomach","3"
"HDAC4::PDE11A","Malignant melanoma","Skin","3"
"HAT1::EXOC6B","Adenocarcinoma","Lung","3"
"GTPBP1::TOMM22","Adenocarcinoma","Lung","3"
"GTPBP1::CDC42EP1","Adenocarcinoma","Liver","3"
"GTF2IRD1::ALK","Adenocarcinoma","Thyroid","3"
"GSK3B::FSTL1","Adenocarcinoma","Breast","3"
"GRK3::AP1B1","Transitional cell carcinoma","Bladder","3"
"GREB1::NCOA2","Mesenchymal tumor, special type","Uterus, corpus","3"
"GRAP2::BRD1","Malignant melanoma","Skin","3"
"GPR137C::FERMT2","Adenocarcinoma","Breast","3"
"GPC1::ANKFN1","Squamous cell carcinoma","Lung","3"
"GPATCH11::DYM","Malignant melanoma","Skin","3"
"GOPC::ROS1","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"GOPC::ABLIM1","Adenocarcinoma","Breast","3"
"GMDS::METTL24","Adenocarcinoma","Breast","3"
"GLI3::HIBADH","Adenocarcinoma","Lung","3"
"GIGYF2::CHRND","Adenocarcinoma","Breast","3"
"GGNBP2::ZMAT4","Transitional cell carcinoma","Bladder","3"
"GFM1::MLF1","Adenocarcinoma","Breast","3"
"GDI2::IL2RA","Adenocarcinoma","Stomach","3"
"GCN1::MSI1","Adenocarcinoma","Breast","3"
"GAS8::WDR59","Adenocarcinoma","Thyroid","3"
"GALNT11::EZH2","Adenocarcinoma","Lung","3"
"GAB2::FGF7","Malignant melanoma","Skin","3"
"FXR1::NAALADL2","Squamous cell carcinoma","Uterus, cervix","3"
"FUS::DDIT3","Liposarcoma, myxoid/round cell","Soft tissue","3"
"FUS::CREB3L2","Low-grade fibromyxoid sarcoma","Soft tissue","3"
"FRMD8::MAST1","Adenocarcinoma","Breast","3"
"FOXJ3::SVBP","Adenocarcinoma","Ovary","3"
"FN1::FGFR1","Mesenchymal tumor, special type","Soft tissue","3"
"FMNL3::CPNE8","Malignant melanoma","Skin","3"
"FLOT2::PEX12","Adenocarcinoma","Breast","3"
"FKBP8::SLC1A6","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"FKBP15::RET","Adenocarcinoma","Thyroid","3"
"FIP1L1::PDGFRA","Chronic eosinophilic leukemia/hypereosinophilic syndrome","","3"
"FIP1L1::PDGFRA","Acute myeloid leukemia, special type","","3"
"FIG4::WASF1","Adenocarcinoma","Breast","3"
"FGFR2::TACC3","Adenocarcinoma","Gallbladder/Biliary system","3"
"FGFR2::TACC2","Adenocarcinoma","Stomach","3"
"FGFR2::SHTN1","Adenocarcinoma","Gallbladder/Biliary system","3"
"FGFR2::CCDC6","Adenocarcinoma","Breast","3"
"FGFR2::CCDC186","Adenocarcinoma","Gallbladder/Biliary system","3"
"FGFR2::CCAR2","Squamous cell carcinoma","Lung","3"
"FGFR1::PLAG1","Adenoma","Salivary gland","3"
"FGFR1::EBF2","Soft tissue tumor, special type","Soft tissue","3"
"FGD4::ABCC9","Adenocarcinoma","Breast","3"
"FECH::NCMAP","Transitional cell carcinoma","Bladder","3"
"FDFT1::NEIL2","Adenocarcinoma","Breast","3"
"FCHSD2::UQCC3","Adenocarcinoma","Breast","3"
"FCGRT::BCAT2","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"FBXL20::SIRT6","Adenocarcinoma","Breast","3"
"FBXL20::MYO1D","Adenocarcinoma","Breast","3"
"FBXL20::GDPD5","Adenocarcinoma","Breast","3"
"FAM222B::PHF12","Adenocarcinoma","Breast","3"
"FAM222B::CRLF3","Malignant melanoma","Skin","3"
"FAM193A::TNIP2","Squamous cell carcinoma","Lung","3"
"FAM168A::PXDNL","Malignant melanoma","Skin","3"
"FAM13C::ZNF365","Transitional cell carcinoma","Bladder","3"
"FAM114A2::BRAF","Adenocarcinoma","Thyroid","3"
"FAF1::NFIA","Adenocarcinoma","Breast","3"
"EXOC4::SLC25A13","Adenocarcinoma","Breast","3"
"EXOC4::PTAFR","Adenocarcinoma","Lung","3"
"EWSR1::ZNF384","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","3"
"EWSR1::WT1","Desmoplastic small round cell tumor","Intrathoracal","3"
"EWSR1::PBX3","Myoepithelioma/myoepithelial carcinoma/mixed tumor","Soft tissue","3"
"EWSR1::NFATC2","Myoepithelioma/myoepithelial carcinoma/mixed tumor","Skeleton","3"
"EWSR1::KLF17","Myoepithelioma/myoepithelial carcinoma/mixed tumor","Soft tissue","3"
"EWSR1::FEV","Ewing sarcoma","Soft tissue","3"
"EWSR1::ETV4","Ewing sarcoma","Soft tissue","3"
"EWSR1::ERG","Ewing sarcoma","Unknown site","3"
"EWSR1::CREB3L2","Sclerosing epithelioid fibrosarcoma","Soft tissue","3"
"EWSR1::CREB1","Mesenchymal tumor, special type","Brain","3"
"EWSR1::BEND2","Neuroglial neoplasm, special type","Spinal cord","3"
"EWSR1::ATF1","Mesenchymal tumor, special type","Brain","3"
"EWSR1::ATF1","Angiomatoid fibrous histiocytoma","Soft tissue","3"
"EVPL::MAP2K6","Adenocarcinoma","Breast","3"
"ETV6::YTHDF2","Adenocarcinoma","Breast","3"
"ETV6::PDGFRB","Chronic myelomonocytic leukemia","","3"
"ETV6::NTRK3","Mesoblastic nephroma","Kidney","3"
"ETV6::NTRK3","Inflammatory myofibroblastic tumor/myofibroblastic sarcoma","Soft tissue","3"
"ETV6::NTRK3","Glioma, NOS","Brain","3"
"ETV6::NTRK3","Adenocarcinoma","Breast","3"
"ETV6::NTRK3","Acute lymphoblastic leukemia/lymphoblastic lymphoma","","3"
"ESRRG::ADCY10","Adenocarcinoma","Breast","3"
"ESRP2::SLC7A6","Adenocarcinoma","Breast","3"
"ESR1::NCOA2","Mesenchymal tumor, special type","Uterus, corpus","3"
"ESCO1::LAMA3","Squamous cell carcinoma","Lung","3"
"ESCO1::ABHD3","Adenocarcinoma","Breast","3"
"ERICH1::IYD","Squamous cell carcinoma","Lung","3"
"ERBIN::ARL15","Malignant melanoma","Skin","3"
"EPS15L1::CLNS1A","Adenocarcinoma","Breast","3"
"EPS15::NTRK1","Adenocarcinoma","Lung","3"
"EPN2::KCNJ12","Transitional cell carcinoma","Bladder","3"
"EPB41L1::CNBD2","Adenocarcinoma","Stomach","3"
"EP300::IPO5","Adenocarcinoma","Breast","3"
"EP300::BCOR","Astrocytoma, grade I-II","Brain","3"
"EML4::NTRK3","Adenocarcinoma","Thyroid","3"
"EML4::NTRK3","Adenocarcinoma","Lung","3"
"EML4::NTRK3","Adenocarcinoma","Large intestine","3"
"EML4::ALK","Adenocarcinoma","Thyroid","3"
"EML4::ALK","Adenocarcinoma","Large intestine","3"
"ELP1::EPB41L4B","Adenocarcinoma","Stomach","3"
"ELF5::CAT","Adenocarcinoma","Breast","3"
"EIF2AK2::CEBPZ","Adenocarcinoma","Breast","3"
"EIF2A::ANKUB1","Adenocarcinoma","Ovary","3"
"EGFR::PPM1H","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"EGFR::GNS","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"EGFR::ERP44","Astrocytoma, grade III-IV/Glioblastoma","Brain","3"
"EGFL7::FOSB","Pseudomyogenic hemangioendothelioma","Soft tissue","3"
"EFNA3::PIK3C2G","Adenocarcinoma","Breast","3"
"EFHD1::EIF4E2","Adenocarcinoma","Breast","3"
"EEF2K::VWA3A","Adenocarcinoma","Breast","3"
"EAF2::RGS9","Adenocarcinoma","Breast","3"
"DYRK1A::ZBTB46","Adenocarcinoma","Breast","3"
"DYNC2I1::VIPR2","Adenocarcinoma","Kidney","3"
"DVL2::TFE3","Adenocarcinoma","Kidney","3"
"DUSP22::IRF4","Mature T- and NK-cell neoplasm, special type","","3"
"DUSP22::HDHD5","Malignant melanoma","Skin","3"
"DSTN::ARPC5","Squamous cell carcinoma","Lung","3"
"DST::MLIP","Malignant melanoma","Skin","3"
"DNM1L::BICD1","Malignant melanoma","Skin","3"
"DNAJC3::MCF2L","Adenocarcinoma","Liver","3"
"DNAJA3::ZDHHC16","Adenocarcinoma","Uterus, corpus","3"
"DLG3::UNC5D","Adenocarcinoma","Uterus, corpus","3"
"DIS3L2::UBE2E3","Adenocarcinoma","Breast","3"
"DIP2A::THOC2","Adenocarcinoma","Kidney","3"
