,CanonicalFusionName,Gene1,Gene2,ProfileID,ModelID,TotalReadsSupportingFusion,TotalFusionCoverage,FFPM,SplitReads1,SplitReads2,DiscordantMates,Strand1,Strand2,ReadingFrame
30924,PSIP1--SNAPC3,SNAPC3 (ENSG00000164975.15),PSIP1 (ENSG00000164985.15),PR-5yYu3E,ACH-000607,4,98,0.06320658543092947,0,1,3,+/.,-/.,.
30925,PTPRD--RP11-29B9.2,PTPRD (ENSG00000153707.18),RP11-29B9.2 (.),PR-5yYu3E,ACH-000607,22,250,0.34763621987011206,5,7,10,-/-,./-,out-of-frame
30926,RAP1GDS1--TSPAN5,RAP1GDS1 (ENSG00000138698.15),TSPAN5 (ENSG00000168785.8),PR-5yYu3E,ACH-000607,45,270,0.7110740860979564,18,3,24,+/+,-/+,out-of-frame
30927,RP11-690C23.3--SMYD3,SMYD3 (ENSG00000185420.19),RP11-690C23.3 (.),PR-5yYu3E,ACH-000607,12,108,0.18961975629278838,4,5,3,-/-,./-,out-of-frame
30928,RSU1--RSU1,RSU1 (ENSG00000148484.18),RSU1 (ENSG00000148484.18),PR-5yYu3E,ACH-000607,4,309,0.06320658543092947,1,2,1,-/-,-/+,.
30929,SREBF1--TOM1L2,TOM1L2 (ENSG00000175662.18),SREBF1 (ENSG00000072310.18),PR-5yYu3E,ACH-000607,38,3277,0.6004625615938299,4,2,32,-/-,-/-,in-frame
30930,SREBF1--TOM1L2,TOM1L2 (ENSG00000175662.18),SREBF1 (ENSG00000072310.18),PR-5yYu3E,ACH-000607,295,3056,4.661485675531048,171,52,72,-/-,-/-,out-of-frame
30931,TP53BP2--XX-C2158C12.2,XX-C2158C12.2 (ENSG00000230423.3),TP53BP2 (ENSG00000143514.17),PR-5yYu3E,ACH-000607,3,119,0.047404939073197094,0,3,0,+/+,-/-,.
30932,TXNDC2--VAPA,TXNDC2 (.),VAPA (ENSG00000101558.14),PR-5yYu3E,ACH-000607,13,2065,0.20542140265052075,3,4,6,./+,+/+,.
30933,VAT1L--WWOX,WWOX (ENSG00000186153.18),VAT1L (ENSG00000171724.3),PR-5yYu3E,ACH-000607,77,266,1.2167267695453923,15,41,21,+/+,+/+,in-frame
30934,ZNF461--ZNF850,ZNF461 (ENSG00000197808.12),ZNF850 (ENSG00000267041.6),PR-5yYu3E,ACH-000607,15,169,0.2370246953659855,5,6,4,-/-,-/-,out-of-frame
30935,ZNF517--ZNF517,ZNF517 (ENSG00000197363.10),ZNF517 (ENSG00000197363.10),PR-5yYu3E,ACH-000607,22,171,0.34763621987011206,6,16,0,+/+,+/+,out-of-frame
30936,AC093716.1--CUX1,CUX1 (ENSG00000257923.12),AC093716.1 (.),PR-n5GuJu,ACH-000608,3,162,0.08495194155397036,2,0,1,+/+,./+,.
30937,AIMP1--DKK2,AIMP1 (ENSG00000164022.18),DKK2 (ENSG00000155011.9),PR-n5GuJu,ACH-000608,6,19,0.16990388310794072,1,1,4,+/+,-/+,.
30938,CETN2--RP3-433G13.1,CETN2 (ENSG00000147400.10),RP3-433G13.1 (.),PR-n5GuJu,ACH-000608,12,84,0.33980776621588143,3,2,7,-/-,./-,.
30939,CHTOP--JTB,JTB (ENSG00000143543.15),CHTOP (.),PR-n5GuJu,ACH-000608,16,7880,0.4530770216211753,3,3,10,-/-,./+,out-of-frame
30940,CHTOP--LAPTM4BP1,CHTOP (ENSG00000160679.13),LAPTM4BP1 (.),PR-n5GuJu,ACH-000608,10,1168,0.28317313851323456,1,2,7,+/+,./+,out-of-frame
30941,CLN5--TBC1D4,CLN5 (ENSG00000102805.16),TBC1D4 (ENSG00000136111.14),PR-n5GuJu,ACH-000608,2,93,0.05663462770264691,0,2,0,+/+,-/+,out-of-frame
30942,CNOT2--PTPRR,CNOT2 (ENSG00000111596.14),PTPRR (ENSG00000153233.13),PR-n5GuJu,ACH-000608,16,938,0.4530770216211753,5,4,7,+/+,-/-,in-frame
30943,CNOT2--PTPRR,CNOT2 (ENSG00000111596.14),PTPRR (ENSG00000153233.13),PR-n5GuJu,ACH-000608,37,808,1.0477406124989679,14,7,16,+/+,-/-,out-of-frame
30944,CTD-2351A16.1--WDR70,WDR70 (ENSG00000082068.9),CTD-2351A16.1 (.),PR-n5GuJu,ACH-000608,3,218,0.08495194155397036,2,1,0,+/+,./-,out-of-frame
30945,CTU2--RP11-21C4.1,CTU2 (ENSG00000174177.13),RP11-21C4.1 (ENSG00000254102.2),PR-n5GuJu,ACH-000608,2,59,0.05663462770264691,0,1,1,+/+,-/-,out-of-frame
30946,DRAP1--EPS8L3,EPS8L3 (ENSG00000198758.11),DRAP1 (ENSG00000175550.8),PR-n5GuJu,ACH-000608,2,248,0.05663462770264691,0,2,0,-/-,+/+,out-of-frame
30947,EBPL--PGLYRP3,PGLYRP3 (ENSG00000159527.4),EBPL (ENSG00000123179.14),PR-n5GuJu,ACH-000608,10,663,0.28317313851323456,3,7,0,-/+,-/-,.
30948,EIF2B5--MEG8,EIF2B5 (ENSG00000145191.15),MEG8 (ENSG00000225746.13),PR-n5GuJu,ACH-000608,7,192,0.19822119695926418,5,0,2,+/+,+/-,out-of-frame
30949,EIF2B5--RP11-909M7.3,EIF2B5 (ENSG00000145191.15),RP11-909M7.3 (ENSG00000258399.7),PR-n5GuJu,ACH-000608,7,192,0.19822119695926418,5,0,2,+/+,+/-,out-of-frame
30950,FNDC3A--KPNA3,KPNA3 (ENSG00000102753.10),FNDC3A (ENSG00000102531.16),PR-n5GuJu,ACH-000608,4,118,0.11326925540529383,2,0,2,-/-,+/-,out-of-frame
30951,FNDC3A--SETDB2,FNDC3A (ENSG00000102531.16),SETDB2 (ENSG00000136169.16),PR-n5GuJu,ACH-000608,2,118,0.05663462770264691,2,0,0,+/+,+/+,out-of-frame
30952,GATAD2B--NUP210L,GATAD2B (ENSG00000143614.10),NUP210L (ENSG00000143552.9),PR-n5GuJu,ACH-000608,29,4534,0.8212021016883801,8,8,13,-/-,-/-,.
30953,GATAD2B--NUP210L,NUP210L (ENSG00000143552.9),GATAD2B (ENSG00000143614.10),PR-n5GuJu,ACH-000608,7,276,0.19822119695926418,5,0,2,-/-,-/+,out-of-frame
30954,GATAD2B--PGLYRP3,GATAD2B (ENSG00000143614.10),PGLYRP3 (ENSG00000159527.4),PR-n5GuJu,ACH-000608,68,1149,1.9255773418899949,51,16,1,-/-,-/+,.
30955,GATAD2B--S100A15A,GATAD2B (ENSG00000143614.10),S100A15A (.),PR-n5GuJu,ACH-000608,4,833,0.11326925540529383,1,3,0,-/-,./+,.
30956,HSD17B10--WWP2,HSD17B10 (ENSG00000072506.14),WWP2 (ENSG00000198373.13),PR-n5GuJu,ACH-000608,2,227,0.05663462770264691,1,0,1,-/-,+/+,out-of-frame
30957,INTS3--S100A15A,INTS3 (ENSG00000143624.14),S100A15A (ENSG00000224784.2),PR-n5GuJu,ACH-000608,3,699,0.08495194155397036,2,0,1,+/+,-/-,out-of-frame
30958,INTS3--S100A8,INTS3 (ENSG00000143624.14),S100A8 (ENSG00000143546.10),PR-n5GuJu,ACH-000608,3,795,0.08495194155397036,1,2,0,+/+,-/-,out-of-frame
30959,JTB--SNAPIN,JTB (ENSG00000143543.15),SNAPIN (ENSG00000143553.11),PR-n5GuJu,ACH-000608,386,11418,10.930483146610854,132,137,117,-/-,+/+,in-frame
30960,JTB--SNAPIN,JTB (ENSG00000143543.15),SNAPIN (ENSG00000143553.11),PR-n5GuJu,ACH-000608,134,24856,3.794520056077343,8,7,119,-/-,+/+,out-of-frame
30961,MBLAC2--ZNF736,ZNF736 (ENSG00000234444.10),MBLAC2 (ENSG00000176055.10),PR-n5GuJu,ACH-000608,2,78,0.05663462770264691,2,0,0,+/+,-/-,in-frame
30962,NPR1--NUP210L,NPR1 (ENSG00000169418.10),NUP210L (ENSG00000143552.9),PR-n5GuJu,ACH-000608,4,117,0.11326925540529383,1,3,0,+/-,-/-,.
30963,NSDHL--RP11-111A21.1,NSDHL (ENSG00000147383.11),RP11-111A21.1 (ENSG00000258526.7),PR-n5GuJu,ACH-000608,2,562,0.05663462770264691,0,2,0,+/+,+/-,.
30964,NUP210L--S100A7L2,NUP210L (ENSG00000143552.9),S100A7L2 (.),PR-n5GuJu,ACH-000608,11,353,0.311490452364558,1,5,5,-/-,./-,out-of-frame
30965,PGLYRP3--S100A2,PGLYRP3 (ENSG00000159527.4),S100A2 (ENSG00000196754.13),PR-n5GuJu,ACH-000608,112,1694,3.171539151348227,25,84,3,-/+,-/-,.
30966,PLXDC2--XPNPEP1,XPNPEP1 (ENSG00000108039.18),PLXDC2 (ENSG00000120594.17),PR-n5GuJu,ACH-000608,3,259,0.08495194155397036,1,1,1,-/-,+/+,out-of-frame
30967,RP11-1277N13.1--VTI1A,VTI1A (ENSG00000151532.14),RP11-1277N13.1 (.),PR-n5GuJu,ACH-000608,3,112,0.08495194155397036,2,1,0,+/+,./-,out-of-frame
30968,RP11-226E21.4--TBC1D4,RP11-226E21.4 (ENSG00000283208.2),TBC1D4 (ENSG00000136111.14),PR-n5GuJu,ACH-000608,2,93,0.05663462770264691,0,2,0,+/+,-/+,out-of-frame
30969,RP11-422P24.15--SNAPIN,RP11-422P24.15 (ENSG00000285779.1),SNAPIN (ENSG00000143553.11),PR-n5GuJu,ACH-000608,103,23338,2.9166833266863157,5,94,4,-/-,+/+,.
30970,ACKR4--RSRC1,RSRC1 (ENSG00000174891.14),ACKR4 (ENSG00000129048.7),PR-HPBJ3f,ACH-000609,3,461,0.04788353957039846,0,1,2,+/+,+/+,out-of-frame
30971,ACO1--HMGB3P23,HMGB3P23 (.),ACO1 (ENSG00000122729.19),PR-HPBJ3f,ACH-000609,4,675,0.06384471942719795,2,1,1,./+,+/+,.
30972,ADAR--PIK3CD,ADAR (ENSG00000160710.18),PIK3CD (ENSG00000171608.16),PR-HPBJ3f,ACH-000609,55,448,0.8778648921239718,6,48,1,-/-,+/+,.
30973,AHCYL1--ELAPOR1,AHCYL1 (ENSG00000168710.18),ELAPOR1 (ENSG00000116299.17),PR-HPBJ3f,ACH-000609,14,926,0.2234565179951928,3,4,7,+/+,+/+,in-frame
30974,AHCYL1--ELAPOR1,AHCYL1 (ENSG00000168710.18),ELAPOR1 (ENSG00000116299.17),PR-HPBJ3f,ACH-000609,23,907,0.36710713670638817,7,6,10,+/+,+/+,out-of-frame
30975,CAB39L--RB1,CAB39L (ENSG00000102547.19),RB1 (ENSG00000139687.16),PR-HPBJ3f,ACH-000609,3,6,0.04788353957039846,0,1,2,-/-,+/+,in-frame
30976,CAB39L--RB1,RB1 (ENSG00000139687.16),CAB39L (ENSG00000102547.19),PR-HPBJ3f,ACH-000609,2,10,0.031922359713598976,2,0,0,+/+,-/-,out-of-frame
30977,CCL13--PHF20,PHF20 (ENSG00000025293.17),CCL13 (ENSG00000181374.8),PR-HPBJ3f,ACH-000609,3,219,0.04788353957039846,0,1,2,+/+,+/+,stop-codon
30978,CD86--PIK3CA,PIK3CA (ENSG00000121879.6),CD86 (ENSG00000114013.16),PR-HPBJ3f,ACH-000609,2,100,0.031922359713598976,1,0,1,+/+,+/+,in-frame
30979,CFL1--LDHA,LDHA (ENSG00000134333.14),CFL1 (ENSG00000172757.13),PR-HPBJ3f,ACH-000609,17,43378,0.27134005756559126,2,2,13,+/-,-/-,.
30980,CLTC--VMP1,CLTC (ENSG00000141367.12),VMP1 (ENSG00000062716.13),PR-HPBJ3f,ACH-000609,204,5881,3.2560806907870954,37,57,110,+/+,+/+,in-frame
30981,CNOT1--NLRC5,CNOT1 (ENSG00000125107.19),NLRC5 (ENSG00000140853.16),PR-HPBJ3f,ACH-000609,78,713,1.2449720288303598,17,50,11,-/-,+/-,out-of-frame
30982,CNOT1--SLC38A7,CNOT1 (ENSG00000125107.19),SLC38A7 (ENSG00000103042.9),PR-HPBJ3f,ACH-000609,48,1372,0.7661366331263754,6,22,20,-/-,-/-,out-of-frame
30983,CPT1A--MRGPRD,CPT1A (ENSG00000110090.13),MRGPRD (.),PR-HPBJ3f,ACH-000609,4,160,0.06384471942719795,1,2,1,-/-,./-,out-of-frame
30984,CPT1A--MRGPRD,CPT1A (ENSG00000110090.13),MRGPRD (ENSG00000172938.3),PR-HPBJ3f,ACH-000609,25,176,0.39902949641998714,8,10,7,-/-,-/-,out-of-frame
30985,FGF12--MB21D2,MB21D2 (ENSG00000180611.7),FGF12 (ENSG00000114279.15),PR-HPBJ3f,ACH-000609,2,89,0.031922359713598976,0,1,1,-/-,-/-,in-frame
30986,FHOD3--MIR187,FHOD3 (ENSG00000134775.15),MIR187 (.),PR-HPBJ3f,ACH-000609,20,213,0.31922359713598975,5,5,10,+/+,./+,out-of-frame
30987,FHOD3--NRBF2P1,FHOD3 (ENSG00000134775.15),NRBF2P1 (.),PR-HPBJ3f,ACH-000609,14,211,0.2234565179951928,2,8,4,+/+,./+,out-of-frame
30988,FHOD3--RP11-905K4.1,FHOD3 (ENSG00000134775.15),RP11-905K4.1 (ENSG00000267627.5),PR-HPBJ3f,ACH-000609,5,205,0.07980589928399744,3,1,1,+/+,-/+,out-of-frame
30989,HDAC8--TFDP2,TFDP2 (ENSG00000114126.18),HDAC8 (ENSG00000147099.21),PR-HPBJ3f,ACH-000609,3,271,0.04788353957039846,1,2,0,-/-,-/-,out-of-frame
30990,KIF20B--KIF20B,KIF20B (ENSG00000138182.15),KIF20B (ENSG00000138182.15),PR-HPBJ3f,ACH-000609,34,235,0.5426801151311825,11,23,0,+/+,+/+,in-frame
30991,LINC01674--POTED,LINC01674 (ENSG00000228159.2),POTED (ENSG00000166351.11),PR-HPBJ3f,ACH-000609,17,48,0.27134005756559126,3,6,8,+/+,+/+,.
30992,NAALADL2--ZBTB20,ZBTB20 (ENSG00000181722.17),NAALADL2 (ENSG00000177694.16),PR-HPBJ3f,ACH-000609,3,11,0.04788353957039846,1,1,1,-/-,+/+,.
30993,PHF20--RP11-521P1.1,PHF20 (ENSG00000025293.17),RP11-521P1.1 (.),PR-HPBJ3f,ACH-000609,5,219,0.07980589928399744,2,1,2,+/+,./+,stop-codon
30994,POTED--SNX19P3,SNX19P3 (.),POTED (ENSG00000166351.11),PR-HPBJ3f,ACH-000609,2,41,0.031922359713598976,1,1,0,./-,+/+,.
30995,RCOR3--RP1-21K4.2,RCOR3 (ENSG00000117625.14),RP1-21K4.2 (.),PR-HPBJ3f,ACH-000609,2,156,0.031922359713598976,1,1,0,+/+,./-,out-of-frame
30996,RHOA--RHOC,RHOC (ENSG00000155366.17),RHOA (ENSG00000067560.14),PR-HPBJ3f,ACH-000609,2,15594,0.031922359713598976,1,0,1,-/-,-/-,in-frame
30997,RHOA--RP11-426L16.10,RP11-426L16.10 (ENSG00000271810.5),RHOA (ENSG00000067560.14),PR-HPBJ3f,ACH-000609,2,15594,0.031922359713598976,1,0,1,-/-,-/-,.
30998,RP5-896L10.1--SLC30A7,SLC30A7 (ENSG00000162695.12),RP5-896L10.1 (ENSG00000232825.3),PR-HPBJ3f,ACH-000609,2,98,0.031922359713598976,1,1,0,+/+,+/+,out-of-frame
30999,SERPINB6--SNHG3,SNHG3 (ENSG00000242125.3),SERPINB6 (ENSG00000124570.21),PR-HPBJ3f,ACH-000609,3,1956,0.04788353957039846,0,3,0,+/+,-/-,.
31000,SLC25A36--TNIK,TNIK (ENSG00000154310.17),SLC25A36 (ENSG00000114120.14),PR-HPBJ3f,ACH-000609,3,44,0.04788353957039846,0,1,2,-/-,+/-,out-of-frame
31001,TFAM--TFAM,TFAM (ENSG00000108064.11),TFAM (.),PR-HPBJ3f,ACH-000609,4,81,0.06384471942719795,1,1,2,+/.,./.,.
31002,TM2D3--ZNF804A,ZNF804A (.),TM2D3 (ENSG00000184277.13),PR-HPBJ3f,ACH-000609,2,15,0.031922359713598976,2,0,0,./+,-/-,.
31003,AC005307.3--SRSF9P1,AC005307.3 (ENSG00000283269.1),SRSF9P1 (.),PR-Wy4KP0,ACH-000610,26,73,0.4522361564685616,5,15,6,-/.,./.,.
31004,ADAMTS6--TDRD5,ADAMTS6 (ENSG00000049192.15),TDRD5 (ENSG00000162782.16),PR-Wy4KP0,ACH-000610,4,22,0.06957479330285563,0,3,1,-/-,+/+,.
31005,AFF2--CNTNAP5,AFF2 (ENSG00000155966.14),CNTNAP5 (ENSG00000155052.15),PR-Wy4KP0,ACH-000610,4,12,0.06957479330285563,0,2,2,+/+,+/+,stop-codon
31006,ANK3--TRIM41,TRIM41 (ENSG00000146063.20),ANK3 (ENSG00000151150.22),PR-Wy4KP0,ACH-000610,2,198,0.03478739665142781,1,0,1,+/.,-/.,.
31007,ARPC3P4--COA4,COA4 (ENSG00000181924.7),ARPC3P4 (ENSG00000256898.1),PR-Wy4KP0,ACH-000610,10,1620,0.17393698325713908,0,8,2,-/-,-/-,.
31008,CACNA1C--PPM1H,PPM1H (ENSG00000111110.12),CACNA1C (ENSG00000151067.23),PR-Wy4KP0,ACH-000610,18,237,0.31308656986285033,7,2,9,-/-,+/+,in-frame
31009,CLC--WDR62,WDR62 (ENSG00000075702.19),CLC (.),PR-Wy4KP0,ACH-000610,38,398,0.6609605363771285,14,17,7,+/+,./-,out-of-frame
31010,CLC--WDR62,WDR62 (ENSG00000075702.19),CLC (ENSG00000105205.7),PR-Wy4KP0,ACH-000610,19,1033,0.33048026818856424,2,5,12,+/+,-/-,in-frame
31011,CLC--WDR62,WDR62 (ENSG00000075702.19),CLC (ENSG00000105205.7),PR-Wy4KP0,ACH-000610,4,433,0.06957479330285563,1,1,2,+/+,-/-,out-of-frame
31012,COA4--PAAF1,COA4 (ENSG00000181924.7),PAAF1 (.),PR-Wy4KP0,ACH-000610,70,1851,1.2175588827999735,1,58,11,-/-,./-,.
31013,DLX1--METAP1D,METAP1D (ENSG00000172878.14),DLX1 (.),PR-Wy4KP0,ACH-000610,52,539,0.9044723129371232,12,23,17,+/.,./.,.
31014,DPY19L2P2--POU4F2,POU4F2 (.),DPY19L2P2 (ENSG00000170629.14),PR-Wy4KP0,ACH-000610,3,73,0.052181094977141726,1,2,0,./.,-/.,.
31015,FAM85B--RP11-419I17.1,FAM85B (ENSG00000253893.2),RP11-419I17.1 (ENSG00000283674.3),PR-Wy4KP0,ACH-000610,2,500,0.03478739665142781,0,1,1,-/-,-/+,.
31016,FBXW8--FBXW8,FBXW8 (ENSG00000174989.13),FBXW8 (.),PR-Wy4KP0,ACH-000610,8,115,0.13914958660571125,1,0,7,+/.,./.,.
31017,GUSBP14--SOX2-OT,SOX2-OT (ENSG00000242808.10),GUSBP14 (ENSG00000253816.3),PR-Wy4KP0,ACH-000610,117,7443,2.0350627041085274,27,27,63,+/+,-/-,.
31018,HMGB1P1--USPL1,USPL1 (ENSG00000132952.12),HMGB1P1 (ENSG00000124097.7),PR-Wy4KP0,ACH-000610,8,80,0.13914958660571125,5,2,1,+/.,-/.,.
31019,IFT81--TUBBP9,IFT81 (ENSG00000122970.16),TUBBP9 (.),PR-Wy4KP0,ACH-000610,11,523,0.191330681582853,4,1,6,+/+,./-,out-of-frame
31020,IFT81--TUBBP9,IFT81 (ENSG00000122970.16),TUBBP9 (ENSG00000220586.2),PR-Wy4KP0,ACH-000610,11,271,0.191330681582853,3,4,4,+/+,+/-,out-of-frame
31021,IGHV1OR15-6--NBEAP4,IGHV1OR15-6 (ENSG00000270685.1),NBEAP4 (.),PR-Wy4KP0,ACH-000610,3,253,0.052181094977141726,1,0,2,-/.,./.,.
31022,IMP4--RPL19P4,RPL19P4 (.),IMP4 (ENSG00000136718.10),PR-Wy4KP0,ACH-000610,4,1391,0.06957479330285563,1,1,2,./+,+/+,.
31023,KRT80--SCUBE3,SCUBE3 (ENSG00000146197.9),KRT80 (ENSG00000167767.14),PR-Wy4KP0,ACH-000610,9,32,0.15654328493142516,3,1,5,+/+,-/+,.
31024,KRT80--TRERF1,TRERF1 (.),KRT80 (ENSG00000167767.14),PR-Wy4KP0,ACH-000610,5,9,0.08696849162856954,0,1,4,./.,-/.,.
31025,KRT80--ZNF76,ZNF76 (ENSG00000065029.15),KRT80 (ENSG00000167767.14),PR-Wy4KP0,ACH-000610,5,32,0.08696849162856954,1,1,3,+/-,-/-,.
31026,LA16c-60G3.6--POTEG,POTEG (ENSG00000187537.13),LA16c-60G3.6 (ENSG00000237299.1),PR-Wy4KP0,ACH-000610,39,383,0.6783542347028424,15,6,18,-/-,+/+,out-of-frame
31027,LINC00592--SCUBE3,SCUBE3 (ENSG00000146197.9),LINC00592 (ENSG00000258279.4),PR-Wy4KP0,ACH-000610,5,32,0.08696849162856954,3,1,1,+/+,+/+,.
31028,LINC00863--NUTM2A-AS1,NUTM2A-AS1 (ENSG00000223482.8),LINC00863 (ENSG00000224914.4),PR-Wy4KP0,ACH-000610,4,425,0.06957479330285563,1,1,2,-/-,+/-,.
31029,LINC00954--LRP1B,LINC00954 (ENSG00000228784.9),LRP1B (ENSG00000168702.18),PR-Wy4KP0,ACH-000610,5,67,0.08696849162856954,4,1,0,+/+,-/-,.
31030,LINC01521--LINC01521,LINC01521 (ENSG00000213888.3),LINC01521 (.),PR-Wy4KP0,ACH-000610,3,87,0.052181094977141726,1,0,2,+/.,./.,.
31031,MAFIP--RP11-241F15.1,MAFIP (ENSG00000278212.2),RP11-241F15.1 (.),PR-Wy4KP0,ACH-000610,15,2066,0.26090547488570864,3,7,5,-/-,./+,.
31032,MAFIP--SNX18P25,MAFIP (ENSG00000278212.2),SNX18P25 (.),PR-Wy4KP0,ACH-000610,5,185,0.08696849162856954,4,0,1,-/-,./-,.
31033,MAFIP--bP-2189O9.2,MAFIP (ENSG00000278212.2),bP-2189O9.2 (.),PR-Wy4KP0,ACH-000610,3,2004,0.052181094977141726,1,2,0,-/-,./-,.
31034,MAFIP--bP-2189O9.2,MAFIP (ENSG00000278212.2),bP-2189O9.2 (ENSG00000278931.1),PR-Wy4KP0,ACH-000610,8,2021,0.13914958660571125,2,5,1,-/-,+/-,.
31035,NBEA--RP11-467L19.16,NBEA (ENSG00000172915.19),RP11-467L19.16 (.),PR-Wy4KP0,ACH-000610,30,208,0.5218109497714173,0,30,0,+/+,./-,out-of-frame
31036,NECTIN3--RP11-615J4.3,RP11-615J4.3 (ENSG00000239311.1),NECTIN3 (ENSG00000177707.11),PR-Wy4KP0,ACH-000610,16,80,0.2782991732114225,6,3,7,-/-,+/-,.
31037,NIF3L1--NIF3L1,NIF3L1 (ENSG00000196290.16),NIF3L1 (ENSG00000196290.16),PR-Wy4KP0,ACH-000610,7,250,0.12175588827999735,0,2,5,+/.,+/.,.
31038,PDCD6--PDCD6,PDCD6 (ENSG00000249915.8),PDCD6 (ENSG00000249915.8),PR-Wy4KP0,ACH-000610,14,115,0.2435117765599947,1,5,8,+/.,+/.,.
31039,RILPL1--SBNO1,SBNO1 (ENSG00000139697.14),RILPL1 (ENSG00000188026.13),PR-Wy4KP0,ACH-000610,12,280,0.2087243799085669,1,5,6,-/-,-/-,.
31040,RILPL1--SBNO1-AS1,SBNO1-AS1 (ENSG00000256092.2),RILPL1 (ENSG00000188026.13),PR-Wy4KP0,ACH-000610,7,141,0.12175588827999735,0,1,6,+/-,-/-,.
31041,RP1-161N10.1--TENM1,TENM1 (ENSG00000009694.13),RP1-161N10.1 (ENSG00000232599.1),PR-Wy4KP0,ACH-000610,30,99,0.5218109497714173,0,11,19,-/.,-/.,.
31042,RP11-1277N13.1--bP-21264C1.2,bP-21264C1.2 (ENSG00000278932.4),RP11-1277N13.1 (ENSG00000286406.1),PR-Wy4KP0,ACH-000610,11,407,0.191330681582853,0,0,11,+/+,+/-,.
31043,RP11-1281K21.9--TEKT4P2,TEKT4P2 (ENSG00000188681.11),RP11-1281K21.9 (.),PR-Wy4KP0,ACH-000610,7,847,0.12175588827999735,1,2,4,-/-,./-,.
31044,RP11-143H17.1--SGCB,RP11-143H17.1 (.),SGCB (ENSG00000163069.13),PR-Wy4KP0,ACH-000610,2,647,0.03478739665142781,1,1,0,./+,-/-,.
31045,RP11-719N9.1--RP11-719N9.1,RP11-719N9.1 (ENSG00000286251.2),RP11-719N9.1 (.),PR-Wy4KP0,ACH-000610,4,14,0.06957479330285563,1,0,3,-/.,./.,.
31046,RPL19P4--TUBA3E,RPL19P4 (.),TUBA3E (ENSG00000152086.9),PR-Wy4KP0,ACH-000610,34,154,0.5913857430742728,4,8,22,./-,-/-,.
31047,SLC25A5--SLC25A6,SLC25A5 (ENSG00000005022.6),SLC25A6 (ENSG00000169100.14),PR-Wy4KP0,ACH-000610,2,13413,0.03478739665142781,0,1,1,+/+,-/-,in-frame
31048,SLC25A5--SLC25A6,SLC25A6 (ENSG00000169100.14),SLC25A5 (ENSG00000005022.6),PR-Wy4KP0,ACH-000610,2,14173,0.03478739665142781,0,1,1,-/-,+/+,in-frame
31049,SLFN11--SLFN12,SLFN11 (ENSG00000172716.16),SLFN12 (ENSG00000172123.13),PR-Wy4KP0,ACH-000610,4,387,0.06957479330285563,0,4,0,-/-,-/-,out-of-frame
31050,TP53BP2--XX-C2158C12.2,XX-C2158C12.2 (ENSG00000230423.3),TP53BP2 (ENSG00000143514.17),PR-Wy4KP0,ACH-000610,16,545,0.2782991732114225,0,16,0,+/+,-/-,.
31051,TRPM3--TRPM3,TRPM3 (.),TRPM3 (ENSG00000083067.24),PR-Wy4KP0,ACH-000610,3,4,0.052181094977141726,0,1,2,./-,-/-,.
31052,UBIAD1--UBIAD1,UBIAD1 (ENSG00000120942.14),UBIAD1 (.),PR-Wy4KP0,ACH-000610,3,62,0.052181094977141726,1,1,1,+/.,./.,.
31053,URI1--ZNF28,ZNF28 (ENSG00000198538.11),URI1 (ENSG00000105176.18),PR-Wy4KP0,ACH-000610,49,464,0.8522912179599815,7,38,4,-/-,+/-,out-of-frame
31054,ABCC4--RNY4P27,ABCC4 (ENSG00000125257.16),RNY4P27 (.),PR-2OGFOX,ACH-000611,11,126,0.18598236697797185,3,4,4,-/-,./-,out-of-frame
31055,BOLA2B--SMG1P5,BOLA2B (ENSG00000169627.9),SMG1P5 (ENSG00000183604.14),PR-2OGFOX,ACH-000611,6,1955,0.1014449274425301,0,1,5,-/-,-/-,out-of-frame
31056,CBWD5--FBXO10,CBWD5 (ENSG00000147996.17),FBXO10 (ENSG00000147912.13),PR-2OGFOX,ACH-000611,16,735,0.27051980651341356,7,1,8,+/+,-/-,stop-codon
31057,CBWD5--RP11-613M10.8,CBWD5 (ENSG00000147996.17),RP11-613M10.8 (ENSG00000256966.6),PR-2OGFOX,ACH-000611,16,735,0.27051980651341356,7,1,8,+/+,-/-,stop-codon
31058,EIF4ENIF1--RP11-663N22.2,EIF4ENIF1 (ENSG00000184708.18),RP11-663N22.2 (.),PR-2OGFOX,ACH-000611,2,11,0.033814975814176695,0,1,1,-/-,./+,.
31059,ESPNL--TRAF3IP1,TRAF3IP1 (ENSG00000204104.12),ESPNL (ENSG00000144488.15),PR-2OGFOX,ACH-000611,4,106,0.06762995162835339,0,2,2,+/+,+/+,out-of-frame
31060,FBXW8--FBXW8,FBXW8 (ENSG00000174989.13),FBXW8 (.),PR-2OGFOX,ACH-000611,4,242,0.06762995162835339,1,0,3,+/.,./.,.
31061,FGF6--SPRING1,SPRING1 (ENSG00000111412.6),FGF6 (.),PR-2OGFOX,ACH-000611,2,260,0.033814975814176695,0,2,0,-/-,./-,out-of-frame
31062,FRG1KP--POU2F2,POU2F2 (ENSG00000028277.21),FRG1KP (.),PR-2OGFOX,ACH-000611,3,1326,0.05072246372126505,2,1,0,-/-,./-,out-of-frame
31063,FRG1KP--POU2F2,POU2F2 (ENSG00000028277.21),FRG1KP (ENSG00000280286.1),PR-2OGFOX,ACH-000611,114,1795,1.9274536214080717,30,47,37,-/-,-/-,out-of-frame
